ID,ActivityName,MemberName,Points,Timestamp 
296071,BoD and CoS HC,Vajhishar-TarrenMill,10,26/04/19 22:47:11
296071,BoD and CoS HC,Fanatìk-Kazzak,10,26/04/19 22:47:11
296071,BoD and CoS HC,Majerai-KulTiras,10,26/04/19 22:47:11
296071,BoD and CoS HC,Maszwpierdul-BurningLegion,10,26/04/19 22:47:11
296071,BoD and CoS HC,Vidrig-Draenor,10,26/04/19 22:47:11
296071,BoD and CoS HC,Salyx-Outland,10,26/04/19 22:47:11
296071,BoD and CoS HC,Ahld-Draenor,10,26/04/19 22:47:11
296071,BoD and CoS HC,Victoria-Executus,10,26/04/19 22:47:11
296071,BoD and CoS HC,Severinå-Kazzak,10,26/04/19 22:47:11
296071,BoD and CoS HC,Ninjaspy-Draenor,10,26/04/19 22:47:11
296071,BoD and CoS HC,Stabnation-Draenor,10,26/04/19 22:47:11
296071,BoD and CoS HC,Bwonsamdî-KulTiras,10,26/04/19 22:47:11
296071,BoD and CoS HC,Korsbaek-Draenor,10,26/04/19 22:47:11
296071,BoD and CoS HC,Restofarian-Al'Akir,10,26/04/19 22:47:11
296071,BoD and CoS HC,Wipebringer-KulTiras,10,26/04/19 22:47:11
296071,BoD and CoS HC,Stellah-TwistingNether,10,26/04/19 22:47:11
296071,BoD and CoS HC,Broosky-TarrenMill,10,26/04/19 22:47:11
