ID,ActivityName,MemberName,Points,Timestamp 
9533,BoD Mythic 4,Arimin-Executus,20,4/5/2019 23:20
9533,BoD Mythic 4,Chuun-Doomhammer,20,4/5/2019 23:20
9533,BoD Mythic 4,Killybear-Draenor,20,4/5/2019 23:20
9533,BoD Mythic 4,Lhyao-TarrenMill,20,4/5/2019 23:20
9533,BoD Mythic 4,Livlös-Draenor,20,4/5/2019 23:20
9533,BoD Mythic 4,Restofarian-Al'Akir,20,4/5/2019 23:20
9533,BoD Mythic 4,Severinå-Kazzak,20,4/5/2019 23:20
9533,BoD Mythic 4,Vajhishar-TarrenMill,20,4/5/2019 23:20
9533,BoD Mythic 4,Wahshi-TarrenMill,20,4/5/2019 23:20
9533,BoD Mythic 4,Ámber-Al'Akir,20,4/5/2019 23:20
