ID,ActivityName,MemberName,Points,Timestamp 
8899,BoD Mythic 3,Vajhishar-TarrenMill,20,27/04/19 23:20:34
8899,BoD Mythic 3,Arimin-Executus,20,27/04/19 23:20:34
8899,BoD Mythic 3,Ninjaspy-Draenor,20,27/04/19 23:20:34
8899,BoD Mythic 3,Trollbat-Dentarg,20,27/04/19 23:20:34
8899,BoD Mythic 3,Bwomziko-Draenor,20,27/04/19 23:20:34
8899,BoD Mythic 3,Wahshi-TarrenMill,10,27/04/19 23:20:34
8899,BoD Mythic 3,Alixy-Kor'gall,20,27/04/19 23:20:34
8899,BoD Mythic 3,Severinå-Kazzak,20,27/04/19 23:20:34
8899,BoD Mythic 3,Chuun-Doomhammer,20,27/04/19 23:20:34
8899,BoD Mythic 3,Fanatìk-Kazzak,20,27/04/19 23:20:34
8899,BoD Mythic 3,Swestenqt-Kazzak,20,27/04/19 23:20:34
8899,BoD Mythic 3,Lhyao-TarrenMill,20,27/04/19 23:20:34
8899,BoD Mythic 3,Restofarian-Al'Akir,20,27/04/19 23:20:34
8899,BoD Mythic 3,Ryamoto-TwistingNether,15,27/04/19 23:20:34
8899,BoD Mythic 3,Mecham-Draenor,5,27/04/19 23:20:34
8899,BoD Mythic 3,Ahld-Draenor,5,27/04/19 23:20:34
