ID,ActivityName,MemberName,Points,Timestamp 
122928,Crucible HC 3, Óðin-TarrenMill,5,24/04/19 23:07:48
122928,Crucible HC 3,Arimin-Executus,5,24/04/19 23:07:48
122928,Crucible HC 3,Drakiji-TheSha'tar,5,24/04/19 23:07:48
122928,Crucible HC 3,Felgoth-TarrenMill,5,24/04/19 23:07:48
122928,Crucible HC 3,Fløppy-TwistingNether,5,24/04/19 23:07:48
122928,Crucible HC 3,Guff-TarrenMill,5,24/04/19 23:07:48
122928,Crucible HC 3,Hellkebab-Draenor,5,24/04/19 23:07:48
122928,Crucible HC 3,Jinxspiralka-Drak'thul,5,24/04/19 23:07:48
122928,Crucible HC 3,Majaberovic-TarrenMill,5,24/04/19 23:07:48
122928,Crucible HC 3,Mecham-Draenor,5,24/04/19 23:07:48
122928,Crucible HC 3,Nuri-KulTiras,5,24/04/19 23:07:48
122928,Crucible HC 3,Oecheyeti-KulTiras,5,24/04/19 23:07:48
122928,Crucible HC 3,Thiiry-Draenor,5,24/04/19 23:07:48
122928,Crucible HC 3,Thyrfing-Twilight'sHammer,5,24/04/19 23:07:48
122928,Crucible HC 3,Jerrysmith-KulTiras,5,24/04/19 23:07:48
