ID,ActivityName,MemberName,Points,Timestamp 
117384,Mythic BoD 1,Vajhishar-TarrenMill,20,13/04/19 23:02:37
117384,Mythic BoD 1,Bwomziko-Draenor,20,13/04/19 23:02:37
117384,Mythic BoD 1,Viví-KulTiras,20,13/04/19 23:02:37
117384,Mythic BoD 1,Arimin-Executus,20,13/04/19 23:02:37
117384,Mythic BoD 1,Chuun-Doomhammer,20,13/04/19 23:02:37
117384,Mythic BoD 1,Trollbat-Dentarg,20,13/04/19 23:02:37
117384,Mythic BoD 1,Sinrog-TarrenMill,20,13/04/19 23:02:37
117384,Mythic BoD 1,Sanzo-Aggramar,5,13/04/19 23:02:37
117384,Mythic BoD 1,Severinå-Kazzak,20,13/04/19 23:02:37
117384,Mythic BoD 1,Jerrysmith-KulTiras,20,13/04/19 23:02:37
117384,Mythic BoD 1,Swestenqt-Kazzak,20,13/04/19 23:02:37
117384,Mythic BoD 1,Ahld-Draenor,20,13/04/19 23:02:37
117384,Mythic BoD 1,Tiltfest-Kazzak,20,13/04/19 23:02:37
