ID,ActivityName,MemberName,Points,Timestamp 
943105,BoD Mythic 5,Vajhishar-TarrenMill,20,10/5/2019 23:33
943105,BoD Mythic 5,Viví-KulTiras,20,10/5/2019 23:33
943105,BoD Mythic 5,Severinå-Kazzak,20,10/5/2019 23:33
943105,BoD Mythic 5,Bossitivt-TarrenMill,20,10/5/2019 23:33
943105,BoD Mythic 5,Chuun-Doomhammer,20,10/5/2019 23:33
943105,BoD Mythic 5,Tolls-TarrenMill,20,10/5/2019 23:33
943105,BoD Mythic 5,Ámber-Al'Akir,20,10/5/2019 23:33
943105,BoD Mythic 5,Victoria-Executus,20,10/5/2019 23:33
943105,BoD Mythic 5,Roshema-Draenor,20,10/5/2019 23:33
943105,BoD Mythic 5,Trollbat-Dentarg,20,10/5/2019 23:33
943105,BoD Mythic 5,Bwomziko-Draenor,20,10/5/2019 23:33
943105,BoD Mythic 5,Restofarian-Al'Akir,20,10/5/2019 23:33
943105,BoD Mythic 5,Laeminus-Al'Akir,10,10/5/2019 23:33
